150710.9564	4132546.64	1991	robo
151518.6401	4132735.7	2003	asesinato
150860.6653	4131873.556	2013	robo
149385.3938	4130600.612	2012	accidente
150571.3322	4131329.492	1995	robo
149394.6767	4130822.508	1991	accidente
151663.7329	4131951.266	1991	accidente
149390.0352	4130711.56	2001	accidente
150552.8083	4130885.277	1973	accidente
150842.1534	4131429.342	1984	accidente
149814.5801	4132361.785	1976	accidente
151472.4466	4131625.38	1970	accidente
150842.1534	4131429.342	1992	robo
149305.9519	4130826.22	2012	robo
151178.5311	4130970.349	2001	robo
149403.9601	4131044.404	1991	robo
150903.122	4130759.537	2015	robo
151804.2538	4131055.889	1974	robo
151435.5099	4130737.378	1990	robo
150048.2458	4131573.605	1989	robo
151706.2934	4130837.258	2012	robo
150095.2528	4130570.946	1991	asesinato
151243.2316	4132524.46	1975	asesinato
149758.8921	4131029.562	2011	robo
151149.9054	4132417.207	1980	accidente
151486.3106	4131958.645	1998	robo
151920.6294	4131717.886	2017	accidente
151654.489	4131728.948	1997	accidente
150207.1949	4131122.403	1984	incendio
149394.6767	4130822.508	2015	accidente
150421.6894	4132003.003	1976	robo
150366.1044	4130670.783	2011	accidente
150234.9845	4131788.09	1982	accidente
151952.9162	4132494.94	1992	robo
149618.5593	4131925.414	1998	accidente
150370.0466	4132894.712	1973	accidente
150543.5558	4130663.382	2006	asesinato
151346.7434	4130741.07	1992	asesinato
149828.5133	4132695.053	1973	asesinato
151238.612	4132413.513	1997	asesinato
151892.9743	4131052.203	2006	asesinato
151822.6948	4131499.678	2006	accidente
149165.6841	4131721.657	2020	accidente
151215.5154	4131858.775	2001	accidente
150482.6136	4131333.192	2001	accidente
149907.9255	4132469.025	2012	accidente
151584.2509	4132176.85	2009	accidente
150258.1631	4132343.252	1995	accidente
151617.5704	4130840.946	1992	accidente
149520.5459	4131706.805	1988	accidente
149693.38	4131588.434	2018	accidente
149226.515	4131051.83	2005	accidente
150221.0892	4131455.246	2000	accidente
149464.3478	4132487.577	2006	accidente
150164.7791	4132236.011	1998	accidente
151720.1445	4131170.523	2013	accidente
149586.0622	4131148.354	1999	accidente
150940.1152	4131647.541	1979	accidente
150482.6136	4131333.192	2008	accidente
151038.0904	4131866.164	2019	robo
149315.2376	4131048.116	2005	accidente
151346.7434	4130741.07	2011	accidente
151281.1222	4131299.922	1970	accidente
150010.559	4132798.586	1970	accidente
151262.6361	4130855.709	2016	accidente
150351.5025	4132450.497	1995	accidente
151668.3462	4132062.213	2006	accidente
151472.4466	4131625.38	2020	accidente
149660.8934	4130811.375	1977	robo
149450.4188	4132154.733	2004	accidente
149468.9911	4132598.526	1972	accidente
151495.542	4132180.54	2014	accidente
149889.3773	4132025.233	1982	accidente
151575.0218	4131954.955	1974	accidente
149403.9601	4131044.404	1974	accidente
150211.8262	4131233.35	1985	accidente
149889.3773	4132025.233	1985	accidente
150566.7055	4131218.544	2000	incendio
149991.9965	4132354.37	2001	accidente
149632.4807	4132258.258	2013	accidente
151691.432	4132617.373	1994	accidente
150248.8984	4132121.357	2004	accidente
151169.2949	4130748.454	1981	accidente
150496.4979	4131666.035	2005	accidente
151425.2774	4132628.446	2008	accidente
149931.7022	4130911.2	1987	accidente
150487.2416	4131444.14	2012	accidente
149991.9965	4132354.37	2003	robo
150795.0364	4132431.994	2000	accidente
149571.6416	4132928.082	1982	accidente
150538.1921	4132665.412	2001	accidente
150724.8549	4132879.907	1992	accidente
151160.0592	4130526.559	1978	accidente
151276.5049	4131188.974	1977	accidente
151929.8663	4131940.204	1970	accidente
150524.2872	4132332.145	1984	accidente
151061.1988	4132420.902	2020	robo
